ID,Stadtname,Einwohner,PositionSued,PositionOst,Spieler,SpielerURL,Klan,KlanURL,Holz,Eisen,Sake,Nahrung,Performance
2210,Aokutsu,1.105,156,211, Minamoto Yorimasa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5515,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,90%,100%,135%,425%
2158,Wakonshikaki,24,230,50,,,,,165%,65%,80%,105%,415%
1362,Kitsunetera,3.000,214,64, Akakitsune Kira,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7613,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,100%,125%,140%,465%
1832,Hamima,3.000,143,176, Kirigakure Saizo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7461,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,100%,100%,100%,100%,400%
851,Viva portugal,2.539,265,60, El Supremo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7511,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,95%,55%,80%,150%,380%
1414,Totosate,959,208,193, Shimazu Kuniko,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7743,,,100%,100%,100%,100%,400%
583,Fushikata,24,215,128,,,,,85%,140%,95%,90%,410%
1412,Mamima,25,174,185,,,,,105%,65%,90%,110%,370%
1638,Mizuosheki,19,34,270,,,,,75%,100%,80%,100%,355%
1178,Fukumaoka,2.439,66,223, Bawakawa Zaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7681,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,150%,90%,70%,105%,415%
882,Saichima,25,210,63,,,,,160%,60%,75%,95%,390%
1376,Fukasima,27,118,226,,,,,125%,90%,55%,90%,360%
1740,Shohikaoto,1.105,270,49, Ignacio de Loyola,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7674,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,195%,55%,65%,105%,420%
1709,Naushu,691,140,186, Kirigakure Saizo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7461,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,150%,130%,55%,80%,415%
383,Akankoshu,25,140,193,,,,,170%,100%,55%,85%,410%
679,Handai,26,182,158,,,,,205%,65%,90%,100%,460%
2289,Takinmeaki,75,275,50, Doro Numa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7591,,,100%,100%,100%,100%,400%
1428,Sandokan,1.105,257,66, Sandokan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7565,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,55%,125%,115%,150%,445%
1107,Sapendero,24,213,158,,,,,120%,95%,85%,95%,395%
1018,Erwins Kya,441,94,211,,,,,150%,80%,80%,120%,430%
446,Otamitsu,42,220,105,,,,,155%,80%,70%,105%,410%
1499,Amadamiaamoremio,3.000,65,248, Sukhbataar Nergui,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7509,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,170%,50%,75%,105%,400%
2265,Asuma,3.000,163,206, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,110%,120%,120%,130%,480%
1321,Nekyaro,460,204,93, Tester,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5603,Uechi Ryu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=679,100%,115%,50%,115%,380%
806,Osushikaro,924,209,126, Okumichi Shigeru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4711,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,120%,195%,50%,70%,435%
737,Iwaoshioto,25,34,289,,,,,75%,95%,70%,130%,370%
249,Kukushu,1.105,67,245, Muunokhoi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7519,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,115%,65%,105%,140%,425%
1939,Seyaoto,21,215,62,,,,,95%,90%,120%,120%,425%
347,Kushiwushi,108,216,101,,,,,100%,150%,80%,85%,415%
1542,Tochiata,1.105,132,196, Hirox,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2439,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,155%,90%,85%,105%,435%
165,Miyyoyaue,997,210,141, Hatsumi Masaaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6340,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,90%,175%,115%,95%,475%
835,Menu 5,2.349,247,74, Lo Pan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7658,KUROFUNE,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=807,120%,95%,110%,110%,435%
1664,Seigaru,24,226,127,,,,,75%,135%,60%,85%,355%
1149,Namuido,25,210,75,,,,,95%,85%,50%,140%,370%
573,Kyagoyama,24,148,203,,,,,150%,90%,55%,90%,385%
1170,Otosha,26,253,57,,,,,90%,135%,90%,115%,430%
964,Asaobeawa,2.898,213,99, Tetsuo Yodo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7731,,,100%,100%,100%,100%,400%
2274,Hirechima,2.147,277,52, Yuuno Scrya,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7625,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,100%,100%,100%,100%,400%
580,Okazaru,25,88,214,,,,,100%,80%,80%,120%,380%
296,Narehikai,30,230,132,,,,,75%,185%,80%,90%,430%
817,Akinsura,26,29,256,,,,,115%,100%,80%,90%,385%
1213,Hokuta,26,202,54,,,,,130%,90%,55%,95%,370%
1039,Im Urlaub,287,14,260,,,,,75%,50%,65%,145%,335%
1762,Nepoawa,489,215,148, Cao Ying,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7660,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,140%,145%,60%,85%,430%
1538,Kyakyaba,32,37,264,,,,,180%,60%,80%,110%,430%
777,Hyogoma,1.591,55,235, Okumichi Shigeru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4711,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,80%,135%,105%,115%,435%
438,Kyuiga,28,255,34,,,,,155%,100%,75%,100%,430%
714,Totondeku,45,219,119,,,,,120%,160%,55%,85%,420%
790,Hiroaki,1.002,207,147, Hirox,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2439,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,175%,95%,70%,90%,430%
1666,Hokentsute,24,162,198,,,,,140%,95%,80%,115%,430%
1953,Lauras Stern,75,130,234, Lady_Yuna,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7738,,,100%,100%,100%,100%,400%
873,Hyoakoka,24,196,151,,,,,100%,85%,80%,115%,380%
503,Kuazari,24,119,235,,,,,170%,55%,65%,105%,395%
1800,Portemao,3.000,287,48, El Supremo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7511,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,100%,100%,100%,100%,400%
1400,Cheng Peng Gong,2.558,222,127, Zheng Chenggong,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7684,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,100%,100%,100%,100%,400%
299,xxx,75,32,291,,,,,60%,125%,80%,130%,395%
1293,Iwakoro,25,253,45,,,,,150%,95%,70%,100%,415%
1821,Tokosayama,24,218,60,,,,,95%,100%,105%,100%,400%
1515,Kohama,21,207,172,,,,,75%,130%,100%,125%,430%
2208,Naramoka,23,143,202,,,,,155%,85%,70%,95%,405%
1593,Shioshiawa,2.349,231,118, Ashikaga Juro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3974,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,70%,105%,75%,135%,385%
149,Banki,1.105,211,132, Bankimoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7679,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,130%,160%,75%,90%,455%
1794,Utsuchima,27,221,61,,,,,110%,85%,55%,85%,335%
316,Utsoshiatsu,23,218,104,,,,,70%,160%,70%,85%,385%
885,Sagendoto,24,253,68,,,,,85%,95%,105%,125%,410%
1419,Hamuma,28,164,217,,,,,100%,70%,90%,120%,380%
1756,Fukenmima,25,218,129,,,,,125%,120%,50%,80%,375%
1978,Niikoima,1.105,148,193, Mochizuki Chiyome,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7668,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,105%,75%,100%,405%
2284,Siedlung,6,197,190,,,,,75%,60%,115%,150%,400%
501,Matagora,24,213,139,,,,,70%,85%,95%,120%,370%
63,Miyyotsuki,24,57,216,,,,,75%,60%,55%,130%,320%
711,Saigote,25,216,92,,,,,130%,80%,55%,110%,375%
2173,Otekoata,25,36,248,,,,,70%,75%,95%,105%,345%
687,Hiroritsu,691,228,38,,,,,135%,55%,80%,110%,380%
2257,Uwakaki,21,135,226,,,,,100%,90%,85%,120%,395%
1233,Osuyaue,3.000,63,248, Muunokhoi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7519,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,125%,90%,110%,120%,445%
136,Braavos,1.105,197,85, Tyladrhas,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7693,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,80%,85%,85%,125%,375%
9,Ozu-Jo,3.000,63,246, Altan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7481,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,105%,65%,105%,130%,405%
2051,Kagasuki,35,84,221,,,,,75%,100%,75%,105%,355%
346,Miyoshioka,23,158,177,,,,,150%,60%,70%,105%,385%
796,Sapushoki,2.147,58,222, Bawakawa Zaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7681,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,105%,55%,100%,125%,385%
2188,Siedlung,0,105,226,,,,,105%,95%,75%,105%,380%
2126,Iwaigaru,691,240,34, Genpou Tetsunosuke,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7018,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,100%,100%,100%,400%
1193,Kurofune,1.105,47,254, Makkuro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7521,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,105%,100%,105%,115%,425%
1467,Fukamoya,3.000,69,225, Goldener Sperling,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7685,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,175%,60%,70%,105%,410%
2074,Utshikua,1.105,132,212, Shimozuma Nakayuki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7659,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,130%,55%,115%,140%,440%
1324,Siedlung,0,208,136,,,,,140%,95%,50%,85%,370%
1403,Sapanya,262,160,218, Chri,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7751,Minamoto-Clan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=829,100%,100%,100%,100%,400%
1773,Kurofune,1.105,13,252,,,,,115%,90%,90%,105%,400%
483,Kurofune,249,15,246, Masao Tadayoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6100,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,120%,105%,80%,115%,420%
1202,Schneemond,1.259,179,192, Mika,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4999,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,100%,100%,100%,100%,400%
1348,Makkurogahara,706,40,246, Makkuro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7521,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,150%,125%,65%,80%,420%
1436,Viva portugal,1.105,263,60, Tim Finnegan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7696,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,115%,65%,75%,130%,385%
889,Mazuoka,168,216,103,,,,,120%,175%,60%,80%,435%
60,Wagoku,959,181,164, Tachibana Shuhei,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7728,,,100%,100%,100%,100%,400%
1450,Gumukyute,1.105,229,118, Iga Hayato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4312,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,115%,110%,75%,105%,405%
744,Fyrkat,1.954,194,161, Sligon,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7714,Besokende,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=815,100%,100%,100%,100%,400%
772,Shugoima,21,151,197,,,,,95%,85%,80%,105%,365%
1903,Ullayata,2.147,79,247, Isazuno Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7628,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,100%,100%,100%,100%,400%
1032,Tsuasoya,24,92,242,,,,,125%,70%,90%,105%,390%
1445,Momeu,23,178,182,,,,,120%,100%,85%,115%,420%
166,Nepoai,23,199,66,,,,,130%,55%,75%,95%,355%
1451,Kagendeya,24,142,169,,,,,125%,85%,50%,85%,345%
1524,Naroshoto,24,170,193,,,,,145%,75%,75%,105%,400%
367,Gumeyaro,26,162,200,,,,,100%,110%,80%,120%,410%
1252,Akinyaki,453,257,35, MTbob,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7639,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,85%,115%,115%,120%,435%
1643,Siedlung,17,224,121,,,,,75%,195%,55%,75%,400%
986,Yakayama,3.000,198,149, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,150%,95%,85%,115%,445%
1563,Kitaizuoka,26,72,254,,,,,70%,95%,60%,130%,355%
650,Shimuhama,158,203,133, Vasco Rodrigues,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7750,,,50%,140%,90%,110%,390%
300,Neriba,3.000,227,19, Francisco de Javier,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7654,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,145%,65%,85%,120%,415%
365,Shoima,44,221,119,,,,,75%,205%,60%,75%,415%
1284,Kuriku,25,206,195,,,,,175%,50%,80%,120%,425%
1310,Oitameata,31,219,145,,,,,75%,175%,80%,100%,430%
1304,Haitsuhama,1.105,160,205, Bassinus,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6394,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,130%,145%,70%,95%,440%
1205,Osuhikaro,26,197,181,,,,,175%,70%,90%,110%,445%
254,Iwagakure,1.105,200,88, Kabuto Yakushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6903,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,75%,130%,60%,120%,385%
1625,Chunka,3.000,69,250, Chuluun,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7533,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,165%,70%,55%,90%,380%
626,Kankuai,25,201,166,,,,,140%,80%,75%,105%,400%
736,Ahoi,1.105,119,241, Shimozuma Nakayuki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7659,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,100%,95%,120%,125%,440%
1933,Kitaoshiki,3.000,175,208, Minamoto Yorimasa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5515,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,100%,100%,100%,400%
1528,Ishunatsu,75,194,159, Sarkonas,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7158,,,130%,125%,70%,85%,410%
678,Suerte,1.105,130,193, Shimozuma Nakayuki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7659,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,130%,100%,90%,105%,425%
303,Kuazaya,347,198,112, Takamori,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2080,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,75%,120%,55%,120%,370%
2181,TakaMO,1.768,110,201, majuaner,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7725,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,100%,120%,70%,115%,405%
1872,Fukansuaki,75,204,184,,,,,95%,90%,65%,100%,350%
1236,Naragumiya,33,83,224,,,,,100%,60%,70%,105%,335%
437,Kagantsu,25,253,47,,,,,135%,95%,60%,85%,375%
209,Miyoshiya,23,202,106,,,,,60%,140%,115%,115%,430%
1124,Ishakonwa,1.105,225,114, Hatsumi Masaaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6340,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,125%,90%,85%,110%,410%
237,Kitahikata,23,280,42,,,,,110%,120%,55%,80%,365%
1819,Mieazata,24,28,254,,,,,120%,95%,80%,100%,395%
1060,Shimata,25,205,142,,,,,115%,160%,65%,95%,435%
2268,Hyoshikaya,26,128,196,,,,,145%,55%,50%,90%,340%
62,Seigaima,19,154,195,,,,,100%,225%,50%,65%,440%
1055,Kyuazuya,2.775,34,276, Takeru no Mikoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2600,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,155%,125%,85%,100%,465%
907,Uwamuaki,25,122,225,,,,,80%,115%,85%,110%,390%
1522,Hiroshuwa,28,256,43,,,,,90%,100%,95%,105%,390%
1847,Ehigotsu,25,148,187,,,,,120%,85%,80%,105%,390%
712,03 Miyushoka,1.105,68,235, Alice,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7108,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,95%,105%,80%,125%,405%
698,Hoshu,2.624,146,197, Tomoeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6775,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,170%,125%,65%,95%,455%
2165,Uwakoido,3.000,274,48, Ignacio de Loyola,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7674,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,100%,100%,100%,100%,400%
576,Nagoshido,25,221,102,,,,,75%,150%,65%,125%,415%
2003,Ahoi,1.105,118,238, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,160%,95%,105%,110%,470%
825,Pentos,1.105,208,81, Tyladrhas,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7693,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,75%,135%,75%,120%,405%
2258,New Tuam,2.775,235,48, Tim Finnegan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7696,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,100%,100%,100%,100%,400%
426,Oiteshikaro,23,205,187,,,,,170%,65%,55%,90%,380%
875,Chigoki,1.259,226,38, 47RoninAD,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7607,Shigata no rei,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=821,100%,100%,100%,100%,400%
680,Okinkuwa,28,43,270, Fukushima Masamori,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2615,IGAs HASSENSHI,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=312,100%,100%,100%,100%,400%
1206,Fukunsuro,1.105,71,217, Koga Saburo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7661,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,100%,90%,85%,120%,395%
152,Naroido,821,203,76, Kyoschiro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7695,Kyoschiros Handelsgilde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=813,140%,170%,55%,80%,445%
2237,Hirobeata,23,145,210,,,,,175%,90%,70%,105%,440%
1901,Mizuoshaki,163,259,64,,,,,85%,95%,75%,120%,375%
1653,Shekyuru,25,234,67,,,,,145%,85%,80%,100%,410%
2255,Ibaima,75,143,220, Onahori Kenshin,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3246,,,100%,100%,100%,100%,400%
1623,Aimiya,23,202,104,,,,,90%,135%,70%,100%,395%
874,Astapor,1.105,207,99, Tyladrhas,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7693,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,70%,160%,70%,120%,420%
1668,Iwaoshu,1.105,145,179, Koga Saburo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7661,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,120%,125%,50%,110%,405%
1942,Kyakyaku,22,129,201,,,,,85%,100%,110%,115%,410%
2196,Shia,959,69,247, Masao Tadayoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6100,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,125%,75%,85%,110%,395%
831,Takankoki,24,279,52,,,,,135%,60%,105%,115%,415%
1797,Bayartai,3.000,131,209, Shiwan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7504,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,60%,60%,105%,145%,370%
2177,Ullagayama,1.105,177,204, Minamoto Yorimasa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5515,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,110%,100%,125%,130%,465%
415,Shizu,158,204,165, Akiko Toyogawa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7729,,,95%,100%,115%,135%,445%
1810,Takinsuima,24,254,41,,,,,95%,135%,70%,90%,390%
267,Hapoki,24,192,183,,,,,130%,100%,90%,105%,425%
2142,Sagoyara,21,152,216,,,,,50%,80%,50%,90%,270%
1733,Ky Nakinki,1.088,21,251, Kamihattori Happosai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2084,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,130%,80%,120%,120%,450%
799,Heudeby,1.105,24,259, Makkuro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7521,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,75%,95%,90%,125%,385%
32,Ru Co La,1.008,128,203, Sangre,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7713,,,85%,150%,105%,115%,455%
1363,Iwaobema,1.591,145,202, Waan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6075,,,100%,100%,100%,100%,400%
1931,Miyyumaki,24,78,211,,,,,75%,60%,70%,105%,310%
1171,Onigae-Jo,3.000,166,185, Kabuto Yakushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6903,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,135%,110%,85%,115%,445%
855,Sechiue,24,56,248,,,,,75%,50%,65%,165%,355%
1218,Gifakoto,23,229,55,,,,,105%,70%,115%,125%,415%
1185,Osariatsu,22,251,42,,,,,120%,70%,85%,100%,375%
456,Hokyuai,1.105,210,183, Asano Katsumoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7692,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,120%,90%,50%,105%,365%
1424,Okinmuhama,1.028,211,157, Hatsumi Masaaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6340,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,120%,120%,80%,90%,410%
762,Hiruhikatsu,1.022,200,114, sir Hetti,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7422,,,100%,100%,100%,100%,400%
116,Shimioto,22,250,29,,,,,75%,70%,95%,110%,350%
1994,Kondama,1.105,255,55, Jun Kaname,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7268,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,120%,100%,100%,120%,440%
56,Kyapoya,21,67,251,,,,,115%,100%,60%,90%,365%
1791,Sapamima,28,25,243,,,,,120%,90%,65%,100%,375%
2282,Hafitonima,3.000,78,236, Muunokhoi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7519,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,75%,100%,95%,130%,400%
2094,Gajeel,949,245,42, Laxus,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7672,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,160%,105%,110%,100%,475%
